City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
0,Qaanaaq,GL,77.484,-69.3632,0.82,97,100,1.21,overcast clouds
1,Chokurdakh,RU,70.6333,147.9167,-31.97,99,88,0.43,overcast clouds
2,Severo-Kurilsk,RU,50.6789,156.125,28.85,65,77,29.21,broken clouds
3,Rikitea,PF,-23.1203,-134.9692,76.84,73,14,16.75,few clouds
4,Hilo,US,19.7297,-155.09,74.68,80,18,4.76,few clouds
5,Hermanus,ZA,-34.4187,19.2345,64.9,80,42,18.68,scattered clouds
6,San Patricio,US,28.017,-97.5169,55.26,83,100,7.38,overcast clouds
7,Road Town,VG,18.4167,-64.6167,82.44,78,40,8.05,scattered clouds
8,Ejea De Los Caballeros,ES,42.1263,-1.1372,39.42,96,100,19.1,light rain
9,Bethel,US,41.3712,-73.414,34.38,47,1,4.61,clear sky
10,San Cristobal,VE,7.7669,-72.225,67.37,92,34,1.07,scattered clouds
11,Kailua,US,21.4022,-157.7394,82.38,69,75,10.36,broken clouds
12,Ushuaia,AR,-54.8,-68.3,46.65,59,100,6.33,overcast clouds
13,Barrow,US,71.2906,-156.7887,-14.78,84,20,0.0,few clouds
14,Boyolangu,ID,-8.1181,111.8935,74.03,92,100,2.04,light rain
15,Atuona,PF,-9.8,-139.0333,78.53,72,29,19.39,scattered clouds
16,Esperance,AU,-33.8667,121.9,72.05,47,0,12.15,clear sky
17,Derzhavinsk,KZ,51.1,66.3167,3.47,86,10,4.54,clear sky
18,Saint-Joseph,RE,-21.3667,55.6167,75.58,87,55,2.42,light rain
19,Victor Harbor,AU,-35.5667,138.6167,69.89,55,0,7.99,clear sky
20,Lebu,CL,-37.6167,-73.65,52.99,78,1,17.52,clear sky
21,Denpasar,ID,-8.65,115.2167,80.26,94,75,6.91,broken clouds
22,Hobyo,SO,5.3505,48.5268,80.19,81,81,9.55,broken clouds
23,Avarua,CK,-21.2078,-159.775,75.25,88,75,9.22,moderate rain
24,College,US,64.8569,-147.8028,-11.25,70,75,0.0,broken clouds
25,Tuatapere,NZ,-46.1333,167.6833,61.23,45,26,4.54,scattered clouds
26,Katsuura,JP,35.1333,140.3,48.31,52,0,14.9,clear sky
27,Sudak,UA,44.85,34.9667,54.57,87,100,6.55,overcast clouds
28,Ozernovskiy,RU,51.5,156.5167,21.2,73,95,17.98,overcast clouds
29,Granville,AU,-33.8333,151.0167,64.51,68,75,20.71,broken clouds
30,Bredasdorp,ZA,-34.5322,20.0403,64.98,70,56,13.04,broken clouds
31,Punta Arenas,CL,-53.15,-70.9167,53.71,54,75,6.91,light intensity shower rain
32,Umm Lajj,SA,25.0213,37.2685,79.02,54,0,8.99,clear sky
33,Gadwal,IN,16.2333,77.8,67.24,81,89,7.14,overcast clouds
34,Thompson,CA,55.7435,-97.8558,17.49,82,91,11.43,overcast clouds
35,Mataura,NZ,-46.1927,168.8643,66.72,33,40,1.14,scattered clouds
36,Port Alfred,ZA,-33.5906,26.891,64.9,74,36,9.71,scattered clouds
37,Tessalit,ML,20.1986,1.0114,76.01,21,73,4.72,broken clouds
38,Nikolskoye,RU,59.7035,30.7861,28.29,92,100,12.44,light snow
39,Vaini,TO,-21.2,-175.2,84.36,84,75,13.8,light rain
40,Aarburg,CH,47.3207,7.8999,34.27,94,86,1.32,overcast clouds
41,Bukama,CD,-9.2,25.85,68.77,89,67,2.44,broken clouds
42,Ilulissat,GL,69.2167,-51.1,14.83,84,100,11.61,overcast clouds
43,Piacabucu,BR,-10.4056,-36.4344,79.72,77,30,14.23,scattered clouds
44,Butaritari,KI,3.0707,172.7902,82.18,73,49,19.08,scattered clouds
45,Ewa Beach,US,21.3156,-158.0072,82.35,59,75,4.61,broken clouds
46,Soller,ES,39.7662,2.7152,49.62,72,60,17.38,broken clouds
47,Noumea,NC,-22.2763,166.4572,87.78,78,84,15.46,broken clouds
48,Cayenne,GF,4.9333,-52.3333,80.64,83,75,4.61,broken clouds
49,Khatanga,RU,71.9667,102.5,-8.25,93,100,13.13,overcast clouds
50,Aykhal,RU,66.0,111.5,-6.61,93,100,13.65,overcast clouds
51,Busselton,AU,-33.65,115.3333,76.35,50,10,2.24,clear sky
52,Saint-Medard-En-Jalles,FR,44.8969,-0.7214,37.62,93,0,5.75,clear sky
53,Mahebourg,MU,-20.4081,57.7,76.23,73,6,6.91,clear sky
54,Torbay,CA,47.6666,-52.7314,50.77,93,90,16.11,light rain
55,New Norfolk,AU,-42.7826,147.0587,65.7,44,4,2.75,clear sky
56,Bambanglipuro,ID,-7.95,110.2833,76.46,88,100,4.83,overcast clouds
57,Lingao,CN,19.9103,109.6859,71.92,64,99,15.5,overcast clouds
58,East London,ZA,-33.0153,27.9116,64.31,90,24,2.66,few clouds
59,Albany,US,42.6001,-73.9662,27.25,63,7,10.22,clear sky
60,Longyearbyen,SJ,78.2186,15.6401,12.04,67,40,21.85,scattered clouds
61,Kavieng,PG,-2.5744,150.7967,82.94,70,93,2.37,overcast clouds
62,Kapaa,US,22.0752,-159.319,82.38,57,1,17.27,clear sky
63,Tura,IN,25.5198,90.2201,58.1,76,14,3.6,few clouds
64,Udachnyy,RU,66.4167,112.4,-6.43,91,100,5.99,overcast clouds
65,Vila Velha,BR,-20.3297,-40.2925,72.72,79,85,9.01,overcast clouds
66,Malanje,AO,-9.5402,16.341,64.33,98,96,1.61,moderate rain
67,Puerto Ayora,EC,-0.7393,-90.3518,69.17,79,72,9.51,broken clouds
68,Taldan,RU,53.6667,124.8,12.72,55,100,8.03,overcast clouds
69,Bluff,NZ,-46.6,168.3333,53.64,58,1,5.55,clear sky
70,Leh,IN,34.1667,77.5833,14.56,77,25,1.97,scattered clouds
71,Hithadhoo,MV,-0.6,73.0833,81.66,71,48,16.58,scattered clouds
72,Namibe,AO,-15.1961,12.1522,67.95,74,75,7.14,broken clouds
73,Lere,NG,10.387,8.5726,69.13,24,100,1.83,overcast clouds
74,Sikasso,ML,10.9167,-7.0,78.19,31,69,3.49,broken clouds
75,Hasaki,JP,35.7333,140.8333,45.0,49,1,13.91,clear sky
76,Rocha,UY,-34.4833,-54.3333,63.66,94,68,6.69,broken clouds
77,Harper,LR,4.375,-7.7169,79.21,85,27,8.21,scattered clouds
78,Magan,ES,39.9683,-3.931,40.42,65,1,5.48,clear sky
79,Nicoya,CR,10.1483,-85.452,75.47,83,39,6.29,scattered clouds
80,Piotrkow Trybunalski,PL,51.4055,19.7032,31.82,95,100,8.46,overcast clouds
81,Ryotsu,JP,38.0833,138.4333,49.01,55,64,11.79,broken clouds
82,Am Timan,TD,11.0297,20.2827,73.45,18,19,6.29,few clouds
83,Fortuna,US,40.5982,-124.1573,59.92,94,1,0.0,clear sky
84,Kodiak,US,57.79,-152.4072,17.11,62,75,13.8,light snow
85,Xuanhua,CN,40.6103,115.0447,34.79,65,83,1.57,broken clouds
86,Yellowknife,CA,62.456,-114.3525,-7.78,95,23,5.17,few clouds
87,Las Varas,MX,21.1667,-105.1667,81.99,73,91,4.21,overcast clouds
88,Castro,BR,-24.7911,-50.0119,65.01,72,1,1.3,clear sky
89,Stromness,GB,58.965,-3.296,33.76,59,100,15.28,overcast clouds
90,Jamestown,US,42.097,-79.2353,31.59,93,90,6.91,light snow
91,Talcahuano,CL,-36.7167,-73.1167,58.68,58,0,19.57,clear sky
92,Trabzon,TR,40.9167,39.8333,66.29,35,75,16.11,broken clouds
93,Kulhudhuffushi,MV,6.6221,73.07,80.78,78,100,12.1,overcast clouds
94,Muros,ES,42.7762,-9.0603,43.3,73,41,12.01,scattered clouds
95,Ponta Delgada,PT,37.7333,-25.6667,59.72,72,75,4.61,broken clouds
96,Caravelas,BR,-17.7125,-39.2481,72.57,92,100,9.53,light rain
97,Saskylakh,RU,71.9167,114.0833,-2.61,91,95,11.01,overcast clouds
98,Pisco,PE,-13.7,-76.2167,66.25,82,0,16.11,clear sky
99,Husavik,IS,66.0449,-17.3389,26.29,86,91,4.94,overcast clouds
100,Senno,RU,59.5336,33.9167,25.97,95,100,9.55,light snow
101,Okhotsk,RU,59.3833,143.3,0.63,73,40,8.21,scattered clouds
102,Cape Town,ZA,-33.9258,18.4232,62.98,94,88,16.33,light rain
103,Saint-Philippe,RE,-21.3585,55.7679,76.59,84,57,5.53,light rain
104,Constitucion,CL,-35.3333,-72.4167,53.38,83,1,14.7,clear sky
105,Mar Del Plata,AR,-38.0023,-57.5575,61.36,94,100,19.39,light rain
106,Hobart,AU,-42.8794,147.3294,66.06,52,20,8.05,few clouds
107,Mujiayingzi,CN,42.1167,118.7833,31.89,66,99,7.78,overcast clouds
108,Bengkulu,ID,-3.8004,102.2655,76.66,86,100,4.14,overcast clouds
109,Komsomolskiy,UZ,40.4272,71.7189,31.42,56,6,1.1,clear sky
110,Zhigansk,RU,66.7697,123.3711,-1.86,98,100,6.22,overcast clouds
111,Bulgan,MN,48.8125,103.5347,10.42,97,94,1.59,overcast clouds
112,Yakeshi,CN,49.2833,120.7333,10.6,95,100,3.71,overcast clouds
113,Paracuru,BR,-3.41,-39.0306,79.97,82,49,10.45,scattered clouds
114,Palauig,PH,15.435,119.9045,83.26,66,92,2.48,overcast clouds
115,Victoria,HK,22.2855,114.1577,68.05,53,76,6.17,broken clouds
116,Shitanjing,CN,39.2342,106.3439,30.33,49,14,5.75,few clouds
117,Kent,GB,51.1667,0.6667,37.26,96,100,22.17,overcast clouds
118,Hovd,MN,48.0056,91.6419,13.95,32,6,3.33,clear sky
119,San Quintin,MX,30.4833,-115.95,67.46,54,0,6.29,clear sky
120,Qaqortoq,GL,60.7167,-46.0333,37.9,99,100,5.61,light rain
121,Coihaique,CL,-45.5752,-72.0662,53.55,43,75,6.91,broken clouds
122,Antalaha,MG,-14.9003,50.2788,74.52,85,48,3.27,light rain
123,Upernavik,GL,72.7868,-56.1549,3.74,96,60,8.21,broken clouds
124,Saint George,US,37.1041,-113.5841,68.47,16,1,0.0,clear sky
125,Mogadishu,SO,2.0371,45.3438,80.19,77,26,6.73,scattered clouds
126,Fairbanks,US,64.8378,-147.7164,-11.24,70,75,0.0,broken clouds
127,Ponta Do Sol,PT,32.6667,-17.1,65.03,77,25,4.97,scattered clouds
128,Kita,ML,13.0349,-9.4895,78.51,22,99,3.31,overcast clouds
129,Karratha,AU,-20.7377,116.8463,91.78,18,5,30.06,clear sky
130,Rantepao,ID,-2.9701,119.8978,69.4,95,99,1.81,overcast clouds
131,Sedro-Woolley,US,48.5039,-122.2361,55.62,94,90,9.22,mist
132,Tasiilaq,GL,65.6145,-37.6368,28.56,88,99,11.39,overcast clouds
133,Itamarandiba,BR,-17.8572,-42.8589,61.05,99,99,2.98,overcast clouds
134,Langxiang,CN,46.95,128.8833,20.23,85,41,3.15,scattered clouds
135,Faanui,PF,-16.4833,-151.75,81.37,73,12,16.28,few clouds
136,Nyrob,RU,60.733,56.7202,29.26,97,100,6.98,light snow
137,Conceicao Do Araguaia,BR,-8.2578,-49.2647,76.35,86,45,3.44,scattered clouds
138,Gat,IL,31.61,34.7642,57.88,42,31,3.02,scattered clouds
139,Salalah,OM,17.0151,54.0924,71.69,49,0,0.0,clear sky
140,Iwanai,JP,42.9744,140.5089,40.8,79,78,6.51,broken clouds
141,Provideniya,RU,64.3833,-173.3,-4.5,83,6,6.15,clear sky
142,Kaitangata,NZ,-46.2817,169.8464,60.42,53,33,6.64,scattered clouds
143,Valdivia,CL,-39.8142,-73.2459,55.49,74,11,2.46,few clouds
144,Yerkoy,TR,39.6381,34.4672,54.77,68,100,15.7,overcast clouds
145,Fano,IT,43.8204,13.0121,53.47,66,98,15.55,overcast clouds
146,Bathsheba,BB,13.2167,-59.5167,74.01,83,40,12.66,scattered clouds
147,Airai,TL,-8.9266,125.4092,70.38,68,99,0.98,overcast clouds
148,Roma,US,43.2128,-75.4557,33.66,86,90,6.91,light snow
149,Springdale,US,36.1867,-94.1288,55.51,44,1,6.91,clear sky
150,Fuengirola,ES,36.54,-4.6247,48.2,53,0,5.75,clear sky
151,Roald,NO,62.5833,6.1333,24.94,80,19,9.22,few clouds
152,Chuy,UY,-33.6971,-53.4616,66.45,87,69,7.63,broken clouds
153,Grand Gaube,MU,-20.0064,57.6608,72.0,70,7,8.28,clear sky
154,Moussoro,TD,13.6408,16.4901,75.22,15,6,9.75,clear sky
155,Corinto,GR,37.9407,22.9573,57.31,89,58,6.78,broken clouds
156,Biak,ID,-0.9131,122.8766,79.92,78,99,2.73,overcast clouds
157,Oxbow,CA,49.2333,-102.1676,23.0,79,18,7.52,few clouds
158,Svetlyy,RU,54.675,20.1347,35.65,91,100,9.64,overcast clouds
159,Abay,KZ,49.6311,72.8539,10.78,84,5,3.8,clear sky
160,Cuamba,MZ,-14.8031,36.5372,64.51,82,1,7.67,clear sky
161,Ustka,PL,54.5805,16.8619,36.93,76,100,10.45,light rain
162,Port Hardy,CA,50.6996,-127.4199,46.58,87,90,14.97,light intensity shower rain
163,Sobolevo,RU,54.4299,31.8996,35.89,93,100,14.52,overcast clouds
164,Bandarbeyla,SO,9.4942,50.8122,78.26,79,76,15.7,broken clouds
165,Sri Aman,MY,1.2376,111.4621,75.6,96,99,3.0,overcast clouds
166,Ostrovnoy,RU,68.0531,39.5131,9.25,87,18,8.81,few clouds
167,Makakilo City,US,21.3469,-158.0858,80.92,58,75,4.61,broken clouds
168,Yulara,AU,-25.2406,130.9889,75.04,25,0,14.97,clear sky
169,Ribeira Grande,PT,38.5167,-28.7,61.97,63,75,9.01,broken clouds
170,Yabelo,ET,4.8833,38.0833,59.76,78,99,5.44,overcast clouds
171,Magadan,RU,59.5667,150.8,4.82,84,68,9.4,broken clouds
172,Ekhabi,RU,53.5102,142.9671,28.85,69,91,19.37,overcast clouds
173,Pevek,RU,69.7008,170.3133,-12.87,83,8,4.03,clear sky
174,Arraial Do Cabo,BR,-22.9661,-42.0278,73.42,87,85,10.11,overcast clouds
175,Souillac,MU,-20.5167,57.5167,75.22,77,17,6.78,few clouds
176,Ust-Nera,RU,64.5667,143.2,-12.98,98,100,7.74,overcast clouds
177,Yenagoa,NG,4.9247,6.2642,75.92,92,52,4.23,broken clouds
178,Carnarvon,AU,-24.8667,113.6333,91.47,15,0,10.36,clear sky
179,Xiaoweizhai,CN,26.1903,107.5125,46.71,93,81,3.06,broken clouds
180,Cagliliog,PH,13.9016,123.2913,80.49,86,100,4.79,overcast clouds
181,Vozhega,RU,60.4725,40.2213,26.71,97,100,8.23,snow
182,Assisi,IT,43.0691,12.6165,45.55,100,75,10.36,broken clouds
183,Alyangula,AU,-13.8483,136.4192,87.87,51,89,6.24,overcast clouds
184,Katherine,AU,-14.4667,132.2667,86.32,54,32,4.61,scattered clouds
185,Sola,VU,-13.8833,167.55,81.52,73,43,9.19,scattered clouds
186,Vila Franca Do Campo,PT,37.7167,-25.4333,59.41,78,14,6.85,few clouds
187,Paka,MY,4.6374,103.4368,76.69,89,100,5.95,overcast clouds
188,Luanda,AO,-8.8368,13.2343,75.2,94,75,6.91,broken clouds
189,Innisfail,AU,-17.5333,146.0333,84.24,69,63,4.7,broken clouds
190,Santa Isabel,BR,-23.3156,-46.2214,69.1,81,59,2.59,broken clouds
191,Villa Maria,AR,-32.4075,-63.2402,68.59,73,96,13.02,moderate rain
192,Bambous Virieux,MU,-20.3428,57.7575,71.85,88,20,4.61,few clouds
193,Sitka,US,57.0531,-135.33,35.49,87,90,4.61,moderate rain
194,Fukue,JP,32.6881,128.8419,55.8,51,4,13.96,clear sky
195,Cabo San Lucas,MX,22.8909,-109.9124,72.7,88,90,3.44,light intensity drizzle
196,Yerbogachen,RU,61.2767,108.0108,2.52,95,100,7.31,light snow
197,Pangody,RU,65.85,74.4859,-1.53,100,98,5.37,overcast clouds
198,Atar,MR,20.5169,-13.0499,68.88,29,11,15.28,few clouds
199,Bokoro,TD,12.3807,17.0568,75.36,14,26,9.33,scattered clouds
200,San Joaquin,US,37.9333,-121.3011,67.55,48,1,4.61,clear sky
201,Binika,IN,21.0333,83.8,62.15,57,97,3.74,overcast clouds
202,Arlit,NE,18.7369,7.3853,75.09,15,54,6.8,broken clouds
203,Navoi,UZ,40.0844,65.3792,36.88,81,100,9.22,mist
204,Mwaya,TZ,-9.55,33.95,71.91,87,78,3.58,broken clouds
205,Ahipara,NZ,-35.1667,173.1667,70.59,58,72,4.61,broken clouds
206,Camapua,BR,-19.5314,-54.0439,77.59,79,40,4.14,scattered clouds
207,Xinzhou,CN,38.4092,112.7333,34.68,65,20,1.05,few clouds
208,Santa Vitoria Do Palmar,BR,-33.5189,-53.3681,67.59,83,73,8.01,broken clouds
209,Walvis Bay,NA,-22.9575,14.5053,59.23,71,0,11.74,clear sky
210,Deputatskiy,RU,69.3,139.9,-5.06,99,100,2.64,overcast clouds
211,Pokrovsk,UA,48.282,37.1758,42.93,96,39,9.28,scattered clouds
212,Sambava,MG,-14.2667,50.1667,75.25,84,14,2.66,light rain
213,Ahuimanu,US,21.4447,-157.8378,82.11,66,75,10.36,broken clouds
214,Gizo,SB,-8.103,156.8419,85.41,67,98,8.7,overcast clouds
215,Kutum,SD,14.2,24.6667,63.19,23,0,8.03,clear sky
216,Port Elizabeth,ZA,-33.918,25.5701,62.89,72,0,6.91,clear sky
217,Yafran,LY,32.0633,12.5286,60.26,53,63,5.95,broken clouds
218,Yunyang,CN,33.4474,112.7142,47.05,59,100,4.5,overcast clouds
219,Banjar,ID,-8.19,114.9675,80.46,90,100,7.49,overcast clouds
220,Niquero,CU,20.0431,-77.5828,76.64,65,4,13.85,clear sky
221,Alofi,NU,-19.0595,-169.9187,80.67,75,92,10.38,light rain
222,Iqaluit,CA,63.7506,-68.5145,24.53,63,90,5.75,light snow
223,Tiksi,RU,71.6872,128.8694,-6.75,94,100,7.0,overcast clouds
224,Luwero,UG,0.8492,32.4731,62.83,94,92,2.21,light rain
225,Burns Lake,CA,54.2331,-125.7533,28.92,95,94,2.08,overcast clouds
226,Chokwe,MZ,-24.5333,32.9833,64.27,70,24,2.24,few clouds
227,Mutoko,ZW,-17.397,32.2268,57.2,86,8,3.83,clear sky
228,Port Lincoln,AU,-34.7333,135.8667,63.66,67,0,10.16,clear sky
229,Saldanha,ZA,-33.0117,17.9442,62.55,95,68,14.29,broken clouds
230,Strezhevoy,RU,60.7333,77.5889,31.98,95,100,13.6,light snow
231,Kodinsk,RU,58.6881,99.1844,14.76,94,100,6.22,light snow
232,Mantua,IT,45.1667,10.7833,47.01,94,100,6.69,light rain
233,Verkhnevilyuysk,RU,63.4453,120.3167,-0.89,91,97,9.06,overcast clouds
